"brand","status","category","copied_filename","source_path","working_path","original_last_write_time","original_size_bytes","notes"
"lotteria","classified","02-interior-seating","lotteria-0036-1_5.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\1_5.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0036-1_5.jpg","2026-04-16T13:25:37","287913","벽면 메뉴 이미지와 좌석"
"lotteria","classified","09-caution-unusable","lotteria-0037-1_6.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\1_6.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\09-caution-unusable\lotteria-0037-1_6.jpg","2026-04-16T13:25:49","340988","인물 홍보물이 크게 노출됨"
"lotteria","classified","03-counter-kiosk-order","lotteria-0038-1_7.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\1_7.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\03-counter-kiosk-order\lotteria-0038-1_7.jpg","2026-04-16T13:26:09","290284","키오스크와 카운터"
"lotteria","classified","02-interior-seating","lotteria-0039-1_8.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\1_8.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0039-1_8.jpg","2026-04-16T13:26:38","497508","출입구 방향 좌석"
"lotteria","classified","05-food-drink-menu","lotteria-0040-1_9.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\1_9.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\05-food-drink-menu\lotteria-0040-1_9.jpg","2026-04-16T13:27:03","221425","브랜드 패키지 제품컷"
"lotteria","classified","03-counter-kiosk-order","lotteria-0041-2_1.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\2_1.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\03-counter-kiosk-order\lotteria-0041-2_1.jpg","2026-04-17T08:44:42","336045","키오스크 주문 동선"
"lotteria","classified","03-counter-kiosk-order","lotteria-0042-2_10.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\2_10.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\03-counter-kiosk-order\lotteria-0042-2_10.jpg","2026-04-17T08:47:36","239320","셀프 주문 키오스크"
"lotteria","classified","02-interior-seating","lotteria-0043-2_11.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\2_11.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0043-2_11.jpg","2026-04-17T08:47:57","224212","좌석 공간"
"lotteria","classified","02-interior-seating","lotteria-0044-2_12.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\2_12.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0044-2_12.jpg","2026-04-17T08:48:18","232901","벽면 브랜드 문구와 좌석"
"lotteria","classified","02-interior-seating","lotteria-0045-2_13.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\2_13.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0045-2_13.jpg","2026-04-17T08:48:56","245734","좌석과 제품 포스터"
"lotteria","classified","02-interior-seating","lotteria-0046-2_14.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\2_14.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0046-2_14.jpg","2026-04-17T08:49:06","374685","넓은 좌석과 내부 동선"
"lotteria","classified","03-counter-kiosk-order","lotteria-0047-2_15.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\2_15.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\03-counter-kiosk-order\lotteria-0047-2_15.jpg","2026-04-17T08:49:25","336107","카운터와 메뉴보드"
"lotteria","classified","06-menu-promotion","lotteria-0048-2_16.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\2_16.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\06-menu-promotion\lotteria-0048-2_16.jpg","2026-04-17T08:50:01","358020","메뉴 프로모션 포스터"
"lotteria","classified","03-counter-kiosk-order","lotteria-0049-2_17.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\2_17.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\03-counter-kiosk-order\lotteria-0049-2_17.jpg","2026-04-17T08:51:56","264743","카운터와 메뉴보드"
"lotteria","classified","03-counter-kiosk-order","lotteria-0050-2_18.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\2_18.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\03-counter-kiosk-order\lotteria-0050-2_18.jpg","2026-04-17T08:52:31","273156","키오스크와 메뉴보드"
"lotteria","classified","01-exterior-signage","lotteria-0051-2_19.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\2_19.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\01-exterior-signage\lotteria-0051-2_19.jpg","2026-04-17T10:48:57","493797","외부 전면 간판"
"lotteria","classified","05-food-drink-menu","lotteria-0052-2_2.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\2_2.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\05-food-drink-menu\lotteria-0052-2_2.jpg","2026-04-17T08:45:03","250413","버거 세트 제품컷"
"lotteria","classified","05-food-drink-menu","lotteria-0053-2_20.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\2_20.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\05-food-drink-menu\lotteria-0053-2_20.jpg","2026-04-17T10:49:10","233031","버거 포장 제품컷"
"lotteria","classified","02-interior-seating","lotteria-0054-2_21.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\2_21.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0054-2_21.jpg","2026-04-17T10:49:40","188145","좌석과 카운터 방향"
"lotteria","classified","01-exterior-signage","lotteria-0055-2_22.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\2_22.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\01-exterior-signage\lotteria-0055-2_22.jpg","2026-04-17T10:50:46","253237","야간 외부 간판"
"lotteria","classified","03-counter-kiosk-order","lotteria-0056-2_23.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\2_23.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\03-counter-kiosk-order\lotteria-0056-2_23.jpg","2026-04-17T10:50:56","217444","카운터와 제조 동선"
"lotteria","classified","03-counter-kiosk-order","lotteria-0057-2_24.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\2_24.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\03-counter-kiosk-order\lotteria-0057-2_24.jpg","2026-04-17T10:51:34","216828","카운터와 메뉴보드"
"lotteria","classified","02-interior-seating","lotteria-0058-2_25.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\2_25.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0058-2_25.jpg","2026-04-17T10:53:39","359061","좌석과 안내 포스터"
"lotteria","classified","02-interior-seating","lotteria-0059-2_26.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\2_26.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0059-2_26.jpg","2026-04-17T10:54:12","210781","소형 좌석 공간"
"lotteria","classified","01-exterior-signage","lotteria-0060-2_27.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\2_27.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\01-exterior-signage\lotteria-0060-2_27.jpg","2026-04-17T10:56:35","307536","외부 전면 간판"
"lotteria","classified","03-counter-kiosk-order","lotteria-0061-2_28.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\2_28.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\03-counter-kiosk-order\lotteria-0061-2_28.jpg","2026-04-17T10:56:44","321743","카운터와 메뉴보드"
"lotteria","classified","02-interior-seating","lotteria-0062-2_29.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\2_29.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0062-2_29.jpg","2026-04-17T10:56:54","382838","출입구 방향 좌석"
"lotteria","classified","01-exterior-signage","lotteria-0063-2_3.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\2_3.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\01-exterior-signage\lotteria-0063-2_3.jpg","2026-04-17T08:45:10","434967","외부 전면 간판"
"lotteria","classified","05-food-drink-menu","lotteria-0064-2_30.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\2_30.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\05-food-drink-menu\lotteria-0064-2_30.jpg","2026-04-17T10:57:08","407706","버거 세트 제품컷"
"lotteria","classified","06-menu-promotion","lotteria-0065-2_31.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\2_31.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\06-menu-promotion\lotteria-0065-2_31.jpg","2026-04-17T10:57:47","291783","디지털 프로모션 포스터"
"lotteria","classified","02-interior-seating","lotteria-0066-2_4.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\2_4.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0066-2_4.jpg","2026-04-17T08:45:23","334881","좌석 공간"
"lotteria","classified","01-exterior-signage","lotteria-0067-2_5.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\2_5.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\01-exterior-signage\lotteria-0067-2_5.jpg","2026-04-17T08:45:46","399464","외부 전면 간판"
"lotteria","classified","03-counter-kiosk-order","lotteria-0068-2_6.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\2_6.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\03-counter-kiosk-order\lotteria-0068-2_6.jpg","2026-04-17T08:45:55","327457","카운터와 내부 동선"
"lotteria","classified","03-counter-kiosk-order","lotteria-0069-2_7.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\2_7.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\03-counter-kiosk-order\lotteria-0069-2_7.jpg","2026-04-17T08:46:15","319113","카운터와 주문 동선"
"lotteria","classified","03-counter-kiosk-order","lotteria-0070-2_8.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\2_8.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\03-counter-kiosk-order\lotteria-0070-2_8.jpg","2026-04-17T08:46:59","389206","키오스크와 카운터"
"lotteria","classified","03-counter-kiosk-order","lotteria-0071-2_9.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\2_9.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\03-counter-kiosk-order\lotteria-0071-2_9.jpg","2026-04-17T08:47:21","352181","카운터와 메뉴보드"
"lotteria","classified","05-food-drink-menu","lotteria-0072-5월_1.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\5월_1.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\05-food-drink-menu\lotteria-0072-5월_1.jpeg","2026-05-20T15:09:38","207174","버거 제품컷"
"lotteria","classified","02-interior-seating","lotteria-0073-5월_10.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\5월_10.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0073-5월_10.jpeg","2026-05-20T15:24:36","301726","좌석과 메뉴 포스터"
"lotteria","classified","02-interior-seating","lotteria-0074-5월_2.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\5월_2.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0074-5월_2.jpeg","2026-05-20T15:10:04","278835","벽면 메뉴 이미지와 좌석"
"lotteria","classified","02-interior-seating","lotteria-0075-5월_3.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\5월_3.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0075-5월_3.jpeg","2026-05-20T15:18:43","359547","브랜드 월사인과 좌석"
"lotteria","classified","02-interior-seating","lotteria-0076-5월_4.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\5월_4.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0076-5월_4.jpeg","2026-05-20T15:18:57","306483","넓은 내부 좌석 공간"
"lotteria","classified","02-interior-seating","lotteria-0077-5월_5.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\5월_5.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0077-5월_5.jpeg","2026-05-20T15:19:08","367960","좌석과 내부 벽면"
"lotteria","classified","02-interior-seating","lotteria-0078-5월_6.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\5월_6.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0078-5월_6.jpeg","2026-05-20T15:19:19","420677","벽면 그래픽과 좌석"
"lotteria","classified","02-interior-seating","lotteria-0079-5월_7.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\5월_7.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0079-5월_7.jpeg","2026-05-20T15:20:44","220375","좌석과 포스터"
"lotteria","classified","03-counter-kiosk-order","lotteria-0080-5월_8.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\5월_8.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\03-counter-kiosk-order\lotteria-0080-5월_8.jpeg","2026-05-20T15:22:06","381853","카운터와 좌석 방향"
"lotteria","classified","02-interior-seating","lotteria-0081-5월_9.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\롯데리아\5월_9.jpeg","C:\Users\home\Documents\detailpages\franchise-photo-library\lotteria\02-interior-seating\lotteria-0081-5월_9.jpeg","2026-05-20T15:22:49","301933","좌석과 카운터 방향"
